X,Y,Name (ชื่อ),Description (คำอธิบาย),Problem (ปัญหา),Project (โครงการ),Solution (การแก้ไข),Type of Problem (ประเภทปัญหา),District (เขต),Status (สถานะดำเนินการ),ข้อมูลจาก,mapbox icon
100.488917,13.744815,25.วัดอรุณราชวรมหาวิหาร,"ปัญหา: เวลาน้ำทะเลหนุนสูงจะพบปัญหาน้ำท่วมขัง
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",จะพบปัญหาน้ำท่วมขัง,,,น้ำฝนในพื้นที่ปิดล้อม,บางกอกใหญ่,,สนข.,ocp_rain.svg
100.465775,13.740054,26.หมู่บ้านอิ่มอัมพร ซอยพาณิชการธนบุรี 9,"ปัญหา: เป็นถนนส่วนบุคคลท่อระบายน้ำมีขนาดเล็กและมีขยะดินเลนอุดตัน
โครงการ:  อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",เป็นถนนส่วนบุคคลท่อระบายน้ำมีขนาดเล็กและมีขยะดินเลนอุดตัน,,,น้ำฝนในพื้นที่ปิดล้อม,บางกอกใหญ่,,สนข.,ocp_rain.svg
100.477463,13.768059,"27.ถนนจรัญสนิวงศ์ช่วง ปากซอยจรัญ 36,34","ปัญหา: งานก่อสร้างรางระบายน้ำ ค.ส.ล. ถนนอิสรภาพ ช่วงหน้าตลาดพรานนก ถึงซอยอิสรภาพ 44 (2 ฝั่ง)
โครงการ: ก่อสร้างท่อระบายน้ำเพื่อแก้ไขปัญหาน้ำท่วม(สนข. จะของบ 66 เพิ่มเติม 3,637,000 บาท)",งานก่อสร้างรางระบายน้ำ ค.ส.ล. ถนนอิสรภาพ ช่วงหน้าตลาดพรานนก ถึงซอยอิสรภาพ 44 (2 ฝั่ง),,,น้ำฝนในพื้นที่ปิดล้อม,บางกอกน้อย,,สนข.,ocp_rain.svg
100.476762,13.779196,28.หมู่บ้านบางกอกน้อยวิลเลจ,"ปัญหา: เป็นซอยส่วนบุคคล ซึ่งยังไม่ได้อุทิศให้เป็นสาธารณะมีท่อระบายน้ำขนาดเล็กไม่เป็นมาตรฐานของกรุงเทพมหานครและอยู่ริมคลองบางกอกน้อยมีน้ำท่วมขังสูงประมาณ 15 ซม. เนื่องจากน้ำฝน
โครงการ: ปรับปรุงท่อระบายน้ำพร้อมยกระดับถนน (สนข. จะของบ 66 งบกลาง 2,000,000 บาท)",เป็นซอยส่วนบุคคล ซึ่งยังไม่ได้อุทิศให้เป็นสาธารณะมีท่อระบายน้ำขนาดเล็กไม่เป็นมาตรฐานของกรุงเทพมหานครและอยู่ริมคลองบางกอกน้อยมีน้ำท่วมขังสูงประมาณ 15 ซม. เนื่องจากน้ำฝน,,,น้ำฝนในพื้นที่ปิดล้อม,บางกอกน้อย,,สนข.,ocp_rain.svg
100.500871,13.784792,29.ซอยจนัญสนิทวงศ์ 68 (วัดเทพนารี),"ปัญหา: บริเวณซอยจรัญสนิทวงศ์ 68 จุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ มีท่อระบายน้ำขนาดเล็กและท่อระบายน้ำอยู่นะดับต่ำ อีกทั้งมีการรับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ส่งผลให้เกิดน้ำท่วมขังจากน้ำข้างในระบบท่อ
โครงการ: 
1.งานก่อสร้างและงานปรับปรุงแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณปลายซอยรัญสนิทวงศ์ 68 ถึงชุมชนวัดเทพนารี (สนน. จะของบปี 66 (งบกลาง) 21,000,000 บาท ระยะเวลา 200 วัน)
2.ติดตั้ง flapgate บริเวณจุดที่น้ำไหลย้อน (สนข. จะของบ 68 เป็นต้นไป 300,000 บาท)
3. ยกระดับถนนและท่อระบายน้ำ (สนข. จะของบ 68 เป็นต้นไป 3,401,000 บาท)",,,,น้ำฝนในพื้นที่ปิดล้อม,บางพลัด,,สนข.,ocp_rain.svg
100.499413,13.779114,30.บริเวณชุมชนวัดภคินีนาถวรวิหาร,"ปัญหา: บริเวณชุมชนวัดภคินีนาถวรวิหาร จุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ มีท่อระบายน้ำขนาดเล็กและท่อระบายน้ำอยู่นะดับต่ำ อีกทั้งมีการรับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ส่งผลให้เกิดน้ำท่วมขังจากน้ำข้างในระบบท่อ
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",บริเวณชุมชนวัดภคินีนาถวรวิหาร จุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ มีท่อระบายน้ำขนาดเล็กและท่อระบายน้ำอยู่นะดับต่ำ อีกทั้งมีการรับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ส่งผลให้เกิดน้ำท่วมขังจากน้ำข้างในระบบท่อ,,,น้ำฝนในพื้นที่ปิดล้อม,บางพลัด,,สนข.,ocp_rain.svg
100.497831,13.774416,31.บริเวณข้างสถานีตำรวจบวรมงคล,"ปัญหา: บริเวณข้างสถานีตำรวจนครบาลบวรมงคลจุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ รับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ที่ค่อนข้างมาก
โครงการ: งานปรับปรุงแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณวัดบวรมงคล (สนน. จะของบปี 66 (งบกลาง) 13,500,000 บาท ระยะเวลา 200 วัน)",บริเวณข้างสถานีตำรวจนครบาลบวรมงคลจุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ รับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ที่ค่อนข้างมาก,,,น้ำฝนในพื้นที่ปิดล้อม,บางพลัด,,สนข.,ocp_rain.svg
100.492581,13.765099,32.บริเวณข้างสถานีตำรวจนครบาลบางยี่ขัน,"ปัญหา: บริเวณข้างสถานีตำรวจนครบาลบางยี่ขันจุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ มีท่อระบายน้ำขนาดเล็กอีกทั้งมีการรับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ส่งผลให้เกิดน้ำท่วมขังจากน้ำข้างในระบบท่อ
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",บริเวณข้างสถานีตำรวจนครบาลบางยี่ขันจุดที่มีน้ำท่วมขังมีพื้นที่ต่ำ มีท่อระบายน้ำขนาดเล็กอีกทั้งมีการรับน้ำจากแม่น้ำเจ้าพระยาเข้ามาในระบบท่อระบายน้ำจากรอยรั่วของเขื่อนริมแม่น้ำเจ้าพระยา ส่งผลให้เกิดน้ำท่วมขังจากน้ำข้างในระบบท่อ,,,น้ำฝนในพื้นที่ปิดล้อม,บางพลัด,,สนข.,ocp_rain.svg
100.492834,13.78963,33.ซอยจรัญสนิทวงศ์ 71,"ปัญหา: บริเวณซอยจรัญสนิทวงศ์ 71 จุดบริเวณที่น้ำท่วมขังมีพื้นที่ต่ำ และมีระบบระบายน้ำลงคลองบางพลูเป็นหลัก อีกทั้งท่อระบายน้ำในบริเวณดังกล่าวอยู่ระดับต่ำ ช่วงปากท่อระบายน้ำลงคลองมีดินเลนติดอยู่ในบริเวณปากทางน้ำออก เมื่อเกิดฝนตกหนักทำให้เกิดความล่าช้าในการระบายน้ำ และน้ำจากคลองบางพลูไหลย้อนเข้าสู่ระบบท่อระบายน้ำส่งผลให้เกิดน้ำท่วมขัง ในกรณีที่ระดับน้ำในคลองขึ้นสูง
โครงการ: 
1.งานก่อสร้างและงานปรับปรุงแนวป้องกันน้ำท่วมริมแม่น้ำเจ้าพระยา บริเวณปลายซอยรัญสนิทวงศ์ 68 ถึงชุมชนวัดเทพนารี (สนน. จะของบปี 66 (งบกลาง) 21,000,000 บาท ระยะเวลา 200 วัน)
2. ลอกท่อระบายน้ำ,ติดตั้ง Flap gate ยกระดับถนนและท่อระบายน้ำ (สนข. ได้งบแล้ว (งบแปรบัญญัติ 66 ) 30,101,000 บาท)",บริเวณซอยจรัญสนิทวงศ์ 71 จุดบริเวณที่น้ำท่วมขังมีพื้นที่ต่ำ และมีระบบระบายน้ำลงคลองบางพลูเป็นหลัก อีกทั้งท่อระบายน้ำในบริเวณดังกล่าวอยู่ระดับต่ำ ช่วงปากท่อระบายน้ำลงคลองมีดินเลนติดอยู่ในบริเวณปากทางน้ำออก เมื่อเกิดฝนตกหนักทำให้เกิดความล่าช้าในการระบายน้ำ และน้ำจากคลองบางพลูไหลย้อนเข้าสู่ระบบท่อระบายน้ำส่งผลให้เกิดน้ำท่วมขัง ในกรณีที่ระดับน้ำในคลองขึ้นสูง,,,น้ำฝนในพื้นที่ปิดล้อม,บางพลัด,,สนข.,ocp_rain.svg
100.485225,13.785141,34.ซอยจรัญสนิทวงศ์ 65 แยก 14,"ปัญหา: บริเวณซอยจรัญสนิทวงศ์ 65 แยก 14 จุดบริเวณที่น้ำท่วมขังมีพื้นที่ต่ำ แลมีระบบระบายน้ำลงคลองบางบำหรุเป็นหลัก ซึ่งมีความยาวมากและพื้นที่ดังกล่าวอยู่บริเวณปลายคลอง เมื่อเกิดฝนตกหนักทำให้เกิดความล่าช้าในการระบายน้ำ และน้ำจากคลองบางบำหรุไหลย้อนเข้าสู่ระบบท่อระบายน้ำ ส่งผลให้เกิดน้ำท่วมขัง ในกรณีที่ระดับน้ำในคลองขึ้นสูง
โครงการ: ลอกท่อระบายน้ำ,ติดตั้ง Flap gate ยกระดับถนนและท่อระบายน้ำ (สนข. จะของบปี 68 เป็นต้นไป 13,776,000 บาท)",บริเวณซอยจรัญสนิทวงศ์ 65 แยก 14 จุดบริเวณที่น้ำท่วมขังมีพื้นที่ต่ำ แลมีระบบระบายน้ำลงคลองบางบำหรุเป็นหลัก ซึ่งมีความยาวมากและพื้นที่ดังกล่าวอยู่บริเวณปลายคลอง เมื่อเกิดฝนตกหนักทำให้เกิดความล่าช้าในการระบายน้ำ และน้ำจากคลองบางบำหรุไหลย้อนเข้าสู่ระบบท่อระบายน้ำ ส่งผลให้เกิดน้ำท่วมขัง ในกรณีที่ระดับน้ำในคลองขึ้นสูง,,,น้ำฝนในพื้นที่ปิดล้อม,บางพลัด,,สนข.,ocp_rain.svg
100.426505,13.778672,35.ถนนพุทธมณฑลสาย 1 (ทางเข้าออกสายใต้ใหม่),"ปัญหา: เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมงน้ำท่วมขังผิวจราจรเนื่องจากถนนพุทธมณฑลสาย 1 ช่วงนี้ต่ำ ไม่มีท่อระบายน้ำท่อระบายน้ำที่ไม่สามารถไหลลงคลองบ้านไทรได้เนื่องจากการต่อเชื่อมหักศอกทำให้น้ำไหลย้อนกลับ ระดับน้ำ 5-10 เซนติเมตร
โครงการ: 
1.สนย. ยกระดับผิวถนนและจราจร (อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
2.ลอกท่อระบายน้ำ และแก้ไขให้ระบายน้ำได้เร็วขึ้น (แรงงานเขต)",เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมงน้ำท่วมขังผิวจราจรเนื่องจากถนนพุทธมณฑลสาย 1 ช่วงนี้ต่ำ ไม่มีท่อระบายน้ำท่อระบายน้ำที่ไม่สามารถไหลลงคลองบ้านไทรได้เนื่องจากการต่อเชื่อมหักศอกทำให้น้ำไหลย้อนกลับ ระดับน้ำ 5-10 เซนติเมตร,,,น้ำฝนในพื้นที่ปิดล้อม,ตลิ่งชัน,,สนข.,ocp_rain.svg
100.4337,13.788065,36.ซอยฉิมพลี ท้ายซอย,"ปัญหา: ซอยฉิมพลี 20 ท้ายซอยเมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมงน้ำท่วมขังผิวจราจรเนื่องจากถนนในซอยต่ำกว่าถนนฉิมพลีที่ปรับปรุงใหม่การต่อเชื่อมท่อระบายน้ำออกมาจากซอยมีขนาดเล็ก ถนนในซอยบางส่วนเป็นพื้นที่เอกชนระดับน้ำ 5-20 เซนติเมตร
โครงการ: 
1.สำรวจวางท่อระบายน้ำขนาด 1.00 เมตร (สนข. จะของบ ปี67 6,328,000 บาท)
2. ลอกท่อระบายน้ำ (สนข.จะของบ 1,058,000 บาท)",ซอยฉิมพลี 20 ท้ายซอยเมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมงน้ำท่วมขังผิวจราจรเนื่องจากถนนในซอยต่ำกว่าถนนฉิมพลีที่ปรับปรุงใหม่การต่อเชื่อมท่อระบายน้ำออกมาจากซอยมีขนาดเล็ก ถนนในซอยบางส่วนเป็นพื้นที่เอกชนระดับน้ำ 5-20 เซนติเมตร,,,น้ำฝนในพื้นที่ปิดล้อม,ตลิ่งชัน,,สนข.,ocp_rain.svg
100.433683,13.796466,37.ซอยสวมผัก 29 ,"ปัญหา: ซอยสวนผัก 29 (บริเวณต้นซอย) เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมง น้ำท่วมขังผิวจราจรเนื่องจากถนนมีระดับต่ำกว่าถนนสวนผักการเดินทางของน้ำระยะทางไกลบางจุดมีปัญหาเรื่องท่อเชื่อมมีขนาดเล็กระดับน้ำ 5-15 เซนติเมตร
โครงการ: 1.สำรวจวางท่อระบายน้ำขนาด 1.00 เมตร (สนข. จะของบปี 67  5,791,000 บาท)
2. ลอกท่อระบายน้ำ (สนข.จะของบ 1,058,000 บาท)",ซอยสวนผัก 29 (บริเวณต้นซอย) เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมง น้ำท่วมขังผิวจราจรเนื่องจากถนนมีระดับต่ำกว่าถนนสวนผักการเดินทางของน้ำระยะทางไกลบางจุดมีปัญหาเรื่องท่อเชื่อมมีขนาดเล็กระดับน้ำ 5-15 เซนติเมตร,,,น้ำฝนในพื้นที่ปิดล้อม,ตลิ่งชัน,,สนข.,ocp_rain.svg
100.418056,13.764115,38.หมู่บ้านมหาดไทย,"ปัญหา: หมู่บ้านมหาดไทย 2เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมง น้ำท่วมขังผิวจราจรเนื่องจากถนนในซอยีระดับต่ำกว่าถนนเมนท่อระบายน้ำมี่ขนาดเล็กไหลลงบ่อบำบัดหมู่บ้านและลงคลองลัดมะยม ระดับน้ำ 5-15 เซนติเมตร ประชาชนไม่ให้ตั้งเตรื่องสูบน้ำเนื่องจากเสียงดัง
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",หมู่บ้านมหาดไทย 2เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมง น้ำท่วมขังผิวจราจรเนื่องจากถนนในซอยีระดับต่ำกว่าถนนเมนท่อระบายน้ำมี่ขนาดเล็กไหลลงบ่อบำบัดหมู่บ้านและลงคลองลัดมะยม ระดับน้ำ 5-15 เซนติเมตร ประชาชนไม่ให้ตั้งเตรื่องสูบน้ำเนื่องจากเสียงดัง,อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง,,น้ำฝนในพื้นที่ปิดล้อม,ตลิ่งชัน,,สนข.,ocp_rain.svg
100.431885,13.791417,39.ซอยทุ่งมังกร 12,"ปัญหา: หมู่บ้านมหาดไทย 2เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมง น้ำท่วมขังผิวจราจรเนื่องจากถนนในซอยีระดับต่ำกว่าถนนเมนท่อระบายน้ำมี่ขนาดเล็กไหลลงบ่อบำบัดหมู่บ้านและลงคลองลัดมะยม ระดับน้ำ 5-15 เซนติเมตร ประชาชนไม่ให้ตั้งเตรื่องสูบน้ำเนื่องจากเสียงดัง
โครงการ: 1.สำรวจวางท่อระบายน้ำขนาด 1.00 เมตร (อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง)
2. ลอกท่อระบายน้ำ (สนข.จะของบ 1,058,000 บาท)",หมู่บ้านมหาดไทย 2เมื่อปริมาณความเข้มของฝนเกิน 60 มิลลิเมตรต่อชั่วโมง น้ำท่วมขังผิวจราจรเนื่องจากถนนในซอยีระดับต่ำกว่าถนนเมนท่อระบายน้ำมี่ขนาดเล็กไหลลงบ่อบำบัดหมู่บ้านและลงคลองลัดมะยม ระดับน้ำ 5-15 เซนติเมตร ประชาชนไม่ให้ตั้งเตรื่องสูบน้ำเนื่องจากเสียงดัง,,,น้ำฝนในพื้นที่ปิดล้อม,ตลิ่งชัน,,สนข.,ocp_rain.svg
100.383113,13.772702,40.หมู่บ้านกอบแก้ว 1,ปัญหา: หมู่บ้านกอบแก้ว 1 ท่อระบายน้ำช่วงทางเข้าหมู่บ้านมีขนาดเล็กและมีสภาพถนนเป้นท้องกระทะ มีระยะกว้างประมาณ 8 เมตร ยาว 50 เมตร เวลาฝนตกมีน้ำท่วมขังสูงประมาณ 15 -20 ซม.,หมู่บ้านกอบแก้ว 1 ท่อระบายน้ำช่วงทางเข้าหมู่บ้านมีขนาดเล็กและมีสภาพถนนเป้นท้องกระทะ มีระยะกว้างประมาณ 8 เมตร ยาว 50 เมตร เวลาฝนตกมีน้ำท่วมขังสูงประมาณ 15 -20 ซม. ,"ยกระดับผิวถนนและจราจร (สนข. จะของบปี 67 เป็นต้นไป 970,000 บาท)",,น้ำฝนในพื้นที่ปิดล้อม,ทวีวัฒนา,,สนข.,ocp_rain.svg
100.35431,13.801024,41.ชุมชนหลังสถานีรถไฟศาลาธรรมสพย์,"ปัญหา: ชุมชนหลังสถานีรถไฟศาลาธรรมสพน์ พื้นที่ดังกล่าวเป็นชุมชนขนาดกลาง พื้นที่ลุ่มต่ำ ไม่มีท่อระบายน้ำเชื่อมออกลงคลองและถนน ทำให้การระบายน้ำไม่ดีเท่าที่ควร
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",ชุมชนหลังสถานีรถไฟศาลาธรรมสพน์ พื้นที่ดังกล่าวเป็นชุมชนขนาดกลาง พื้นที่ลุ่มต่ำ ไม่มีท่อระบายน้ำเชื่อมออกลงคลองและถนน ทำให้การระบายน้ำไม่ดีเท่าที่ควร,,,น้ำฝนในพื้นที่ปิดล้อม,ทวีวัฒนา,,สนข.,ocp_rain.svg
100.390181,13.800746,42.ชุมชนประตูน้ำฉิมพลี,"ปัญหา: ชุมชนประตูน้ำฉิมพลี เขตทวีวัฒนาพื้นที่ดังกล่าวเป็นพื้นที่ลุ่มต่ำ มีชุมชนขนาดเล็กและประกอบกิจการการเกษตร เวลาฝนตกจะท่วมเพราะไม่มีท่อระบายน้ำเชื่อมออกลงคลองและถนน ทำให้การระบายน้ำไม่ดีเท่าที่ควร
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",ชุมชนประตูน้ำฉิมพลี เขตทวีวัฒนาพื้นที่ดังกล่าวเป็นพื้นที่ลุ่มต่ำ มีชุมชนขนาดเล็กและประกอบกิจการการเกษตร เวลาฝนตกจะท่วมเพราะไม่มีท่อระบายน้ำเชื่อมออกลงคลองและถนน ทำให้การระบายน้ำไม่ดีเท่าที่ควร,,,น้ำฝนในพื้นที่ปิดล้อม,ทวีวัฒนา,,สนข.,ocp_rain.svg
100.39577,13.760212,43.หมู่บ้านธารแก้ว,"ปัญหา: หมู่บ้านธารแก้วถนนในหมู่บ้านมีระดับต่ำ มีคลองบางพรมและคลองบางน้อย ล้อมขนาบ เวลาฝนตกน้ำในคลองมีมาก ทางหมู่บ้านไม่สามารถระบายน้ำลงคลองได้
โครงการ: ปรับปรุงท่อระบายน้ำและยกระดับผิวจราจร (สนข. จะของบปี 66 เพิ่มเติม 10,865,000 บาท)",หมู่บ้านธารแก้วถนนในหมู่บ้านมีระดับต่ำ มีคลองบางพรมและคลองบางน้อย ล้อมขนาบ เวลาฝนตกน้ำในคลองมีมาก ทางหมู่บ้านไม่สามารถระบายน้ำลงคลองได้,,,น้ำฝนในพื้นที่ปิดล้อม,ทวีวัฒนา,,สนข.,ocp_rain.svg
100.39267,13.783668,44.ซอยบรมราชชนนี 101,"ปัญหา: ซอยบรมราชชนนี 101 (หมู่บ้าน ป.ผาสุก) ถนนในหมู่บ้านมีระดับต่ำ ท่อระบายน้ำมีขนาดเล็ก เวลาฝนตกน้ำในหมู่บ้านไม่สามารถระบายลงสู่คลองบ้านไทร และลงสู่ท่อในซอยพุทธมณฑลสาย 2 ซอย 24 ได้
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",ซอยบรมราชชนนี 101 (หมู่บ้าน ป.ผาสุก) ถนนในหมู่บ้านมีระดับต่ำ ท่อระบายน้ำมีขนาดเล็ก เวลาฝนตกน้ำในหมู่บ้านไม่สามารถระบายลงสู่คลองบ้านไทร และลงสู่ท่อในซอยพุทธมณฑลสาย 2 ซอย 24 ได้,,,น้ำฝนในพื้นที่ปิดล้อม,ทวีวัฒนา,,สนข.,ocp_rain.svg
100.335643,13.803055,45.วัดปุรณาวาส,"ปัญหา: ชุมชนวัดปุรณาวาส พื้นที่ดังกล่าวเป็นแอ่งกระทะ เวลาฝนตกน้ำฝนไม่สามารถระบายออกสู่คลองหรือถนนได้ เนื่องจากไม่มีท่อระบายน้ำ
โครงการ: อยู่ระหว่างสรุปแนวทางแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง",ชุมชนวัดปุรณาวาส พื้นที่ดังกล่าวเป็นแอ่งกระทะ เวลาฝนตกน้ำฝนไม่สามารถระบายออกสู่คลองหรือถนนได้ เนื่องจากไม่มีท่อระบายน้ำ,,,น้ำฝนในพื้นที่ปิดล้อม,ทวีวัฒนา,,สนข.,ocp_rain.svg
100.386668,13.659538,46.หมู่บ้านรางไผ่ ถนนบางบอน 3 ซอย 8,"สภาพปัญหา 
ผิวจราจรมีระดับต่ำ ถนนบางส่วนไม่มีท่อระบายน้ำ ท่อระบายน้ำเดิมมีขนาดเล็ก พื้นที่บางส่วนเป็นที่ส่วนบุคคล",ผิวจราจรมีระดับต่ำ ถนนบางส่วนไม่มีท่อระบายน้ำ ท่อระบายน้ำเดิมมีขนาดเล็ก พื้นที่บางส่วนเป็นที่ส่วนบุคคล,"ปรับปรุงท่อระบายน้ำและยกระดับผิวจราจรถนนในหมู่บ้านรางไผ่ ระยะทาง 2,156 เมตร สนข.จะของบปี 66 (งบ เพิ่มเติม) 95,000,000.- บาท",,น้ำฝนในพื้นที่ปิดล้อม,บางบอน,,สนข.,ocp_rain.svg
100.438951,13.691914,47.ซอยกำนันแม้น 13 ,"สภาพปัญหา
1. ผิวจราจรมีระดับต่ำ 
2. ท่อระบายน้ำเดิมมีขนาดเล็ก (60 - 100 ซม.) มีระดับต่ำกว่าระดับน้ำคลอง และรองรับน้ำ จากซอยย่อย 35 ซอย ทำให้ การระบายน้ำเกิดความล่าช้า","1. ผิวจราจรมีระดับต่ำ
2. ท่อระบายน้ำเดิมมีขนาดเล็ก (60 - 100 ซม.) มีระดับต่ำกว่าระดับน้ำคลอง และรองรับน้ำ จากซอยย่อย 35 ซอย ทำให้ การระบายน้ำเกิดความล่าช้า","1. ติดตั้งเครื่องสูบน้ำขนาด 6 นิ้ว จำนวน 1 เครื่อง เพื่อเร่งระบายน้ำลงคลองพระยาราชมนตรี
2.เขตบางบอนขอจัดสรรงบประมาณเพื่อปรับปรุงท่อระบายน้ำและ ผิวจราจร ระยะทาง 1,365 เมตร  สนข.จะของบปี 66 (งบ เพิ่มเติม ) 33,249,000 บาท",,น้ำฝนในพื้นที่ปิดล้อม,บางบอน,,สนข.,ocp_rain.svg
100.374423,13.659706,48.ถนนบางบอน 4 ซอย 10,"สถาพปัญหา
ไม่มีท่อระบายน้ำ เมื่อเกิดฝนตกจะทำให้มีปัญหาน้ำท่วมขังเป็นเวลานาน ประมาณ 20 - 30 ซม.",ไม่มีท่อระบายน้ำ เมื่อเกิดฝนตกจะทำให้มีปัญหาน้ำท่วมขังเป็นเวลานาน ประมาณ 20 - 30 ซม.,"ขอจัดสรรงบประมาณ เพื่อปรับปรุงผิวจราจรและสร้างท่อระบายน้ำ สนข.จะของบปี 66 (งบ เพิ่มเติม ) 9,227,000 บาท",,น้ำฝนในพื้นที่ปิดล้อม,บางบอน,,สนข.,ocp_rain.svg
100.394242,13.65425,49.ซอยเอกชัย 101,"สภาพปัญหา
ผิวจราจรมีระดับต่ำและเป็นแอ่ง ความยาวประมาณ 450 เมตร เมื่อเกิดฝนตกเกิน 60 มม. ทำให้เกิดปัญหาน้ำท่วมขังประมาณ 30 ซม.
แนวทางแก้ไข
1. ติดตั้งเครื่องสูบน้ำขนาด 6 นิ้ว จำนวน 1 เครื่อง เพื่อเร่งระบายน้ำลงคลองบางบอน
2. แจ้งประสานสำนักการโยธา เพื่อพิจารณาดำเนินการยกระดับ ผิวจราจร",ผิวจราจรมีระดับต่ำและเป็นแอ่ง ความยาวประมาณ 450 เมตร เมื่อเกิดฝนตกเกิน 60 มม. ทำให้เกิดปัญหาน้ำท่วมขังประมาณ 30 ซม.,อยู่ระหว่างสรุปแนวทางการแก้ไขระหว่างหน่วยงานที่เกี่ยวข้อง,,น้ำฝนในพื้นที่ปิดล้อม,บางบอน,,สนข.,ocp_rain.svg
100.390506,13.657062,50.ซอย เอกชัย 112,"สภาพปัญหา
ไม่มีท่อระบายน้ำ เมื่อเกิดฝนตกจะทำให้มีปัญหาน้ำท่วมขังเป็นเวลานาน ประมาณ 10 - 15 ซม.",ไม่มีท่อระบายน้ำ เมื่อเกิดฝนตกจะทำให้มีปัญหาน้ำท่วมขังเป็นเวลานาน ประมาณ 10 - 15 ซม.,"ขอจัดสรรงบประมาณ เพื่อปรับปรุงผิวจราจรและสร้างท่อระบายน้ำ สนข.จะของบปี 66 (งบ กลาง ) 16,845,000 บาท",,น้ำฝนในพื้นที่ปิดล้อม,บางบอน,,สนข.,ocp_rain.svg
100.366761,13.649044,51.ถนนบางบอน 4 ซอย 3,"สภาพปัญหา
ไม่มีท่อระบายน้ำ เมื่อเกิดฝนตกจะทำให้มีปัญหาน้ำท่วมขังเป็นเวลานาน ประมาณ 10 - 15 ซม.",ไม่มีท่อระบายน้ำ เมื่อเกิดฝนตกจะทำให้มีปัญหาน้ำท่วมขังเป็นเวลานาน ประมาณ 10 - 15 ซม.,"ขอจัดสรรงบประมาณ เพื่อปรับปรุงผิวจราจรและสร้างท่อระบายน้ำ สนข.จะของบปี 66 (งบ กลาง ) 25,609,000บาท",,น้ำฝนในพื้นที่ปิดล้อม,บางบอน,,สนข.,ocp_rain.svg
